instinct;the natural way a person or animal thinks or behaves, knowledge that is not learned;içgüdü;Bir kişinin veya hayvanın doğal olarak düşünme şekli veya...
integration;act of bringing things together into a whole;entegrasyon;şeyleri bir bütün halinde bir araya getirme eylemi
interact;an action that is answered by a reaction, verbal or physical;etkileşim;,Tepkiyle yanıtlanan eylem,, fiil...,
interfere;to get involved in the business of others without invitation;müdahale;ile başkalarının işine karışmak...
intervene;to get involved, to prevent trouble;müdahale;,karışmak,, belayı önlemek için,
invasion;an entry into a place for the purpose of taking control;istilası;almak amacıyla bir yere giriş...
irrelevant;not important, not related to the topic;alakasız;,önemli değil,, konuyla ilgili değil,
justification;a reason or fact that explains why something happens or exists;gerekçe;Bir şeyin neden h...
lecturer;a junior teacher in university;öğretim görevlisi;üniversitede genç bir öğretmen
legend;old story generally believed, although not proven;efsane;,eski hikaye genellikle inanılır,, ancak kanıtlanmamıştır,
legitimate;being reasonable and sound;meşru;makul ve sağlam
liable;legally responsible for something;sorumlu;bir şeyden yasal olarak sorumlu
logical;sensible  reasonable;mantıksal;mantıklı makul
magnetic;having the properties of a magnet, being able to attract.;manyetik;özelliklerine sahip 336 ...
manipulate;to control something or someone;manipüle etmek;bir şeyi veya birini kontrol etmek
manipulation;the act of controlling something or someone;manipülasyon;bir şeyi veya birini kontrol etme eylemi
manual;needing the use of physical strength or work  a book of information or instructions;manuel;fiziksel güç veya iş kullanımına ihtiyaç duyan ...
marginal;very small  on the edge  not important;marjinal;kenarda çok küçük önemli değil
mechanic;a person who looks after machinery;tamirci;makinelere bakan bir kişi
mechanical;using or having to do with machines;mekanik;makine kullanmak veya kullanmak zorunda olmak
media;means of communication (tv, newspapers, internet);medya;,iletişim aracı (tv,, gazete,, internet),
merge;to cause two or more things to become combined into one;birleştirme;iki veya daha fazla şeyin bir araya gelmesine neden olur...
methodology;system of practices or techniques to show how to do tasks;metodoloji;olduğunu göstermek için 345 uygulama veya teknik sistemi ...
migrate;to move from place to another to live or work;göç;yaşamak veya çalışmak için bir yerden başka bir yere taşınmak
migration;the process by which people or animals move to another place;geçiş;insanların veya hayvanların hareket etme süreci...
missile;a weapon, usually thrown, shot or launched;füze;,bir silah,, genellikle fırlatılır,, vurulur veya fırlatılır,
mobility;the ability to move;hareketlilik;hareket etme yeteneği
modification;a small change to a machine, system, or plan;değişiklik;,bir makinede,, sistemde veya planda küçük bir değişiklik,
molecular;about or caused by molecules;moleküler;hakkında veya moleküllerin neden olduğu
molecule;two or more atoms chemically combined;molekül;kimyasal olarak birleştirilmiş iki veya daha fazla atom
morality;beliefs or ideas about what is right and wrong;ahlak;doğru neyin yanlış olduğuna dair 353 inanç veya fikir
mortality;the quality or state of being human and being able to die;ölüm;insan olmanın ve var olmanın niteliği ya da durumu...
motive;a reason for doing something;güdü;bir şey yapmak için bir neden
myth;a popular belief that is false or unsupported by fact;efsane;yanlış veya desteklenmeyen popüler bir inanç ...
naked;not wearing any clothes  without covering;çıplak;üstünü örtmeden kıyafet giymemek
neutral;not involved  without strong feeling  without electrical charge  not acidic or akaline;nötr;güçlü duygu olmadan dahil değil ...
objection;reason for not supporting or agreeing with a plan;itiraz;planı desteklememek veya kabul etmemek için 359 neden
obtain;To be given or to earn something through efforts;elde;Verilmek veya çaba sarf ederek bir şey kazanmak
occupation;a career or regular job;meslek;bir kariyer veya düzenli bir iş
oral;by mouth;sözlü;ağızdan
organ;large wind instrument similar to a piano;organı;piyanoya benzer 363 büyük nefesli çalgı
orientation;the ability to locate oneself in your environment with reference to time, place, and people;yönlendirme;kendini çevrende bulma yeteneği...
peasant;a person of low social status, usually who works on a farm;köylü;,düşük sosyal statüye sahip bir kişi,, genellikle çalışan...,
philosopher;a person who studies ideas about things such as the meaning of life and truth;filozof;gibi şeyler hakkında fikirleri inceleyen bir kişi...
philosophical;concerning philosophy;felsefi;felsefe ile ilgili
powder;a dry substance made up of very small pieces;toz;çok küçük parçalardan oluşan kuru madde
practitioner;a person working in a profession, such as medicine;uygulayıcı;Medikal gibi bir meslekte çalışan kişi...
precede;to go before;önde;önce gitmek
prediction;a statement of what will happen next.;tahmin;bundan sonra ne olacağına dair bir açıklama.
probe;a system or piece of equipment that is used to get information  in medicine: a long thin instrument used for looking inside your body;sonda;için kullanılan bir sistem veya ekipman parçası...
profound;showing a lot of deep knowledge or thought;derin;çok fazla derin bilgi veya düşünce gösteriyor
prominent;being important or well known;önemli;önemli veya iyi bilinen olmak
psychiatric;concerning or used in psychiatry;psikiyatrik;ile ilgili veya psikiyatride kullanılan
psychologist;an expert who studies the mind and behavior;psikolog;zihin ve davranışı inceleyen bir uzman
psychology;the study of the mind and how it affects behaviour;psikoloji;zihnin incelenmesi ve davranışları nasıl etkilediği...
publish;to prepare a book, journal, magazine and make it available;yayınla;,kitap,, dergi,, dergi hazırlamak ve ...,
puzzle;a problem that requires thought and skill to be solved;bulmaca;Düşünme ve beceri gerektiren bir problem...
quantitative;the describing or measuring of quantity.;nicel;miktarın tanımlanması veya ölçülmesi.
radiation;energy that is radiated or transmitted in the form of rays, waves or particles.;radyasyon;veya iletilen 381 enerji ...
randomize;to arrange in a random order;rastgele;rastgele bir sırayla düzenlemek için
randomly;with no pattern or clear purpose  by chance;rastgele;tesadüfen desensiz veya net bir amacı olmayan
rational;sensible  based on facts;rasyonel;dayalı 384 mantıklı
rationality;being able to think clearly;rasyonellik;Açıkça düşünebilmek
reconstruct;to rebuild something after it has been destroyed;yeniden inşa;bir şeyi yok edildikten sonra yeniden inşa etmek
regime;a system of management  a form of government;rejim;bir yönetim sistemi bir hükümet biçimi
reinforce;to strengthen;takviye;güçlendirmek
rejection;the act of refusing to consider or believe something;reddetme;bazı şeyleri düşünmeyi ya da inanmayı reddetme eylemi...
render;to cause someone or something to behave in a particular way, or to enter into a particular condition;render;birinin veya bir şeyin belirli bir durumda davranmasına neden olmak...
reproduce;to make a copy of something;çoğaltmak;bir şeyin kopyasını çıkarmak
reproduction;the process that produces the next generation;üreme;yeni nesli üreten süreç
republic;a country governed by elected representatives;cumhuriyet;seçilmiş temsilciler tarafından yönetilen bir ülke
resemble;to be similar to someone or something in looks or manner;benzer;görünüşte birine veya bir şeye benzemek...
revolutionary;a significant change in something;devrimci;bir şeyde önemli bir değişiklik
rhythm;a pattern of sound and beats in music;ritim;müzikte bir ses ve vuruş kalıbı
ritual;performed as part of a formal ceremony;ritüel;resmi bir törenin parçası olarak gerçekleştirilen
scatter;to make things separate and go in different directions;dağılım;işleri birbirinden ayırmak ve farklı şekillerde gitmek...
sensible;having the ability to judge something reasonably;mantıklı;bir şeyi makul bir şekilde yargılama yeteneğine sahip olmak
sensitivity;being sensitive  in physiology: the ability of an organism or part of an organism to react to stimuli  in electronics: the ability of a radio device to react to incoming signals;hassasiyet;fizyolojide duyarlı olmak: yeteneği...
shortly;quickly  soon;kısaca;çok yakında
simultaneously;at the same time as;aynı anda;ile aynı anda
sin;a bad act  to do something bad;günah;kötü bir şey yapmak için kötü bir hareket
sophisticate;to make more complex or refined;sofistike;daha karmaşık veya rafine hale getirmek için
sponsorship;money given to a student to pay for education;sponsorluk;öğrenciye eğitim için ödemesi için verilen 405 para
statistical;about statistics;istatistik;istatistikler hakkında
statistically;with respect to statistics;istatistiksel olarak;istatistiklerle ilgili olarak
statistics;a type of mathematics that provide specific information or prove something;istatistik;belirli bir matematik türü sağlar ...
strategic;concerned with strategy  well thought out;stratejik;iyi düşünülmüş stratejiyle ilgili
strictly;restricted to something;kesinlikle;bir şeyle sınırlı
substitution;a person or thing acting or serving in place of another  to put (a person or thing) in the place of another.;ikame;Yerinde hareket eden veya hizmet veren kişi veya şey...
subtle;difficult to notice, understand, or see;ince;,fark edilmesi,, anlaşılması veya görülmesi zor,
sufficiently;to a degree great enough to do something;yeterince;bir şeyi yapmaya yetecek kadar büyük
suicide;the act of purposely killing yourself because you no longer wish to live;intihar;kendini kasten öldürme eylemi çünkü ...
superior;better  higher quality;üstün;daha yüksek kalite
sustainable;capable of continuing for a long time at the same level  does not damage the environment;sürdürülebilir;s'de uzun süre devam edebilen ...
swell;to become larger than normal, often because of injury;şişme;,normalden daha büyük olması,, genellikle...,
symbolic;representing a larger quality;sembolik;büyük bir kaliteyi temsil eden 418
technically;in an exact and particular manner;teknik olarak;kesin ve özel bir şekilde
theorist;a person who forms new ideas;teorisyen;yeni fikirler oluşturan bir kişi
thereby;by that means  because of that;böylece;bu sayede
ton;a unit of weight equal to 907 kilograms;ton;907 kilograma eşit ağırlık birimi
transaction;an exchange  in business this usually involves money;işlem;bu genellikle aşağıdakileri içerir...
transformation;a complete change in shape or form of something;dönüşüm;Bir şeyin biçiminde veya biçiminde tam bir değişiklik
translation;changing from one form to another. e.g. changing from one language to another;çeviri;bir biçimden diğerine geçiş. Örneğin. Changi...
transmission;an electronic signal that has been sent by radio waves  a force that has been transferred from one machine to another;şanzıman;rad tarafından gönderilen elektronik bir sinyal...
transmit;to broadcast by using electrical signals to a radio or TV;iletim;elektrik sinyallerini kullanarak bir ...
treaty;an agreement between nations;antlaşma;uluslar arası bir anlaşma
tremendous;having great size, excellence, or power;muazzam;,büyük boyuta,, mükemmelliğe veya güce sahip,
tribe;a racial group united by language, religion and customs;kabile;,dil,, din ve...,
ultimate;happening or coming at the end of process, final;nihai;,işlem sonunda oluyor veya geliyor,, kesin,
unity;being in full agreement  being joined together;birlik;tam uyum içinde bir araya getirilerek
utility;being useful  a public service such as gas, water, or electricity that is used by everyone;yardımcı program;,gaz,, su gibi bir kamu hizmetine faydalı olması...,
vague;not clearly stated;belirsiz;açıkça belirtilmemiş
valid;sound  just  well-founded;geçerli;ses sadece iyi kurulmuş
validity;how true something is  in statistics: the ability of a test to measure what it is intended to measure.;geçerlilik;istatistikte bir şey ne kadar doğru: yetenek...
virtue;a good quality;erdem;kaliteli
weave;to make something by crossing threads over and under each other;örgü;ipleri çaprazlayarak bir şeyler yapmak ve...
activate;To make something start working;etkinleştir;Bir şeyin çalışmaya başlamasını sağlamak
acute;strong  very serious or severe;akut;güçlü çok ciddi veya şiddetli
adjacent;being close or near to a border, wall, or point;bitişik;,bir sınıra,, duvara veya noktaya yakın veya yakın olmak,
adverse;negative or harmful;olumsuz;olumsuz veya zararlı
aesthetic;concerning the sense of artistic beauty;estetik;güzellik duygusuyla ilgili 443
aluminum;very light silvery-white metal used to make cans;alüminyum;kutu yapımında kullanılan çok hafif gümüşi beyaz metal
ancestor;a person from your family that lived in the past;ata;geçmişte yaşamış 445 kişi
anthropology;the study of human origins and the development of society;antropoloji;insanın kökeni ve gelişimi üzerine çalışma...
array;a large group of people or things  a regular order or arrangement  in maths: a series of figures.;dizi;büyük bir grup insan veya şey düzenli olarak...
arrow;a symbol to give direction  a long piece of wood shot from a bow;ok;uzun bir parçaya yön vermek için bir sembol...
articulate;to express something clearly using language;eklemli;dili kullanarak bir şeyi açıkça ifade etmek
artificial;not made by people  not created by nature;yapay;,insanlar tarafından yapılmadı,, doğa tarafından yaratılmadı,
auction;To sell to a person offering the highest price;açık artırma;En yüksek fiyatı verene satmak
audio;concerning sound;ses;ses ile ilgili
autonomy;the power to make independent decisions;özerklik;bağımsız kararlar verme gücü
barrel;a round container with curved sides and flat ends;varil;kavisli kenarları ve düz uçları olan yuvarlak bir kap
basin;a sink  a place in a bathroom to wash your face;lavabo;a lavabo banyoda yüzünüzü yıkamak için bir yer
biologist;a scientist who studies living things;biyolog;canlıları inceleyen bilim adamı
biology;the study of living things;biyoloji;canlıların incelenmesi
bizarre;odd or strange;tuhaf;garip veya garip
bonus;extra money for achieving/exceeding target;bonus;ulaşmak / aşmak için 459 ekstra para
bubble;a small ball of air inside of a liquid;kabarcık;bir sıvının içinde küçük bir hava topu
bulk;big size  largeness  heaviness;toplu;büyük boy ağırlık
bullet;metal object fired from a gun;mermi;silahtan ateşlenen 462 metal nesne
bundle;a group of things that are tied together;paket;birbirine bağlı bir grup şey
calcium;a substance important for human and animal health, particularly for making bones and teeth;kalsiyum;İnsan ve hayvan sağlığı için önemli bir madde...
campus;the site of an institution, such as a university campus;kampüs;üniversite gibi bir kurumun sitesi...
capitalism;economic system based on private ownership of money;kapitalizm;özel mülkiyete dayalı ekonomik sistem ...
capitalist;one believing in private ownership of money;kapitalist;kişi paranın özel mülkiyetine inanıyor
censor;to remove parts of a book, film or letter for moral, religious, or political reasons;sansür;,bir kitabın,, filmin veya mektubun parçalarını çıkarmak için ...,
chemistry;the study of the structure of substances;kimya;maddelerin yapısının incelenmesi
chronic;over a long time  serious;kronik;uzun süredir ciddi
chunk;a large bit of something  thick lump;yığın;büyük bir parça kalın bir yumru
cinema;a place for showing movies;sinema;film gösterimi için bir yer
classification;putting similar items into groups or sets;sınıflandırma;benzer öğeleri gruplara veya kümelere yerleştirme
classify;To arrange things into groups of similar items;sınıflandırmak;Nesneleri benzer öğelerden oluşan gruplar halinde düzenlemek
clay;heavy, sticky earth used to make pottery;kil;,yapımında kullanılan 475 ağır,, yapışkan toprak,
click;to press a computer mouse to do something on a computer;tıklama;bir bilgisayarda bir şey yapmak için bir bilgisayar faresine basmak için...
clone;to make an exact copy of a living thing;klon;bir canlının birebir kopyasını çıkarmak
closure;the act of closing something;kapatma;bir şeyi kapatma eylemi
cognitive;the process of knowing and remembering;bilişsel;bilme ve hatırlama süreci
coherent;(of language/ideas) logical and well-organized;tutarlı;(dil/fikir) mantıklı ve iyi organize edilmiş
commodity;Something useful or valuable, usually for sale;emtia;,Genellikle satılık,, faydalı veya değerli bir şey,
compact;packed together  closely united  small;kompakt;birlikte paketlenmiş yakından birleşik küçük
comparative;expressing a difference in degree;karşılaştırmalı;derece farkı ifade ediyor
competence;ability to do something in a fully satisfactory way;yeterlilik;Bir şeyi tam olarak tatmin edici düzeyde yapabilme yeteneği...
complement;something needed to complete or make perfect;tamamlayıcı;Tamamlamak veya mükemmelleştirmek için gereken bir şey
comply;to act in agreement with another's wishes  to obey a rule;uymak;başkasının isteklerine uygun hareket etmek...
comprehension;ability to understand;anlama;anlama yeteneği
configuration;a shape or outline  a method of arrangement;yapılandırma;bir şekil veya anahat bir düzenleme yöntemi
consensus;a decision that is shared by most of the members of a group;fikir birliği;çoğu üyenin paylaştığı bir karar...
contrary;different  opposite;zıt;farklı zıt
cord;a long, strong material, thicker than string but not as thick as rope  an electrical wire;kordon;,b ipinden daha kalın,, uzun,, güçlü bir malzeme...,
credibility;quality of being believable or deserving of trust;güvenilirlik;inanılır olma veya güveni hak etme kalitesi
critique;a review of the quality of a work;eleştiri;bir işin kalitesinin gözden geçirilmesi
crude;basic or made without skill, such as a crude drawing;ham;,temel veya beceri olmadan yapılmış,, örneğin kaba d...,
deadline;a date or time before which something must be done;son tarih;önce bir şeyin olması gereken bir tarih veya saat ...
decay;to be slowly broken down by natural processes;çürüme;doğal süreçlerle yavaş yavaş parçalanacak
defect;a problem  a fault;kusur;bir sorun bir hata
deficiency;without something that is necessary;eksiklik;gerekli bir şey olmadan
dependence;relying on someone for (financial) support;bağımlılık;(mali) destek için birine güvenmek
destination;the place one is traveling to;hedef;kişinin seyahat ettiği yer
diagnose;to determine the cause of something, e.g. an illness;teşhis;,bir şeyin nedenini belirlemek için,, ör. bir ben...,
diagnosis;a judgment by a doctor about a person’s illness;tanı;bir kişinin hastalığı hakkında bir doktor tarafından verilen bir karar
diagram;a drawing intended to explain how something works;diyagramı;Bir şeyin nasıl çalıştığını açıklamaya yönelik bir çizim
diameter;the distance across the center of an object;çap;bir nesnenin merkezinden geçen mesafe
diary;blank book in which you write what you did each day;günlüğü;yaptığınızı yazdığınız 505 boş kitap...
dictionary;a book with the spellings and meanings of many words;sözlük;birçok kelimenin yazılış ve anlamlarını içeren bir kitap...
differentiate;to see or show a difference between things;ayırt etmek;şeyler arasındaki farkı görmek veya göstermek için
differentiation;a discrimination between things as different and distinct;farklılaşma;farklı şeyler arasında bir ayrım...
dilemma;a position in which a person must make difficult choices;ikilem;bir kişinin zorluk çekmesi gereken bir pozisyon...
dioxide;an oxide containing two oxides per molecule;dioksit;molekül başına iki oksit içeren bir oksit
disadvantage;a negative point  a downside  difficulty;dezavantaj;olumsuz bir nokta olumsuz bir zorluk
displacement;the act of taking the place of something or someone else;yer değiştirme;bir şeyin yerini alma eylemi...
dissolve;to melt into a liquid so that a substance mixes with the liquid itself;çözmek;,bir sıvının içinde erimek,, böylece bir madde karışır...,
domain;a field of action, thought or influence  an area of knowledge;alan;,bir eylem,, düşünce ya da etki alanı...,
donor;a person or group that gives gifts or money to help support an organization or cause;bağışçı;hediye veya para veren kişi veya grup...
duration;the length of time that something lasts;süre;bir şeyin dayanma süresi
dynamic;always active or changing  in physics: a force related to motion;dinamik;fizikte her zaman aktif veya değişken: bir kuvvet...
ecological;concerning the environment, plants, or animals;ekolojik;,çevre,, bitkiler veya hayvanlarla ilgili,
electron;a negatively charged particle;elektron;negatif yüklü parçacık
elementary;basic, simple, or essential;ilköğretim;,temel,, basit veya gerekli,
emperor;man who rules an empire;imparator;imparatorluğu yöneten 521 adam
empirical;based on observation or experiment;ampirik;gözlem veya deneye dayalı
entity;something that is real;varlık;gerçek olan bir şey
essence;the most important part or quality of something;öz;bir şeyin en önemli parçası veya kalitesi
ethical;morally right or wrong;etik;ahlaki olarak doğru veya yanlış
ethics;the moral principles, standards, and rules for deciding what is right and wrong;etik;,için ahlaki ilkeler,, standartlar ve kurallar...,
exit;a door that you go through to leave a place;çıkış;bir yerden çıkmak için girdiğin bir kapı
expertise;the special knowledge that an expert has;uzmanlık;Bir uzmanın sahip olduğu özel bilgi
fever;a high body temperature;ateş;yüksek vücut ısısı
fluid;a material that can easily flow. e.g. water;sıvı;kolayca akabilen bir malzemedir. Örneğin. Su
forum;meeting where people can openly discuss a subject;forumu;bir konuyu açıkça tartışabileceği 531 toplantı
fossil;a plant or animal that has become rock after many thousands of years;fosil;m sonra kaya haline gelen bir bitki veya hayvan ...
fraction;a part of a whole;kesir;bir bütünün parçası
fracture;the result of breaking a hard material  a crack;kırık;sert bir malzemenin kırılmasının sonucu bir çatlak
fringe;the edge of something  such as the decorative edge on a piece of clothing;saçak;kenar gibi dekoratif bir şey...
fusion;when different styles, ideas or designs combine to form something new  in physics: when atoms combine to produce nuclear energy;füzyon;,farklı stiller,, fikirler veya tasarımlar bir araya geldiğinde...,
gauge;a tool used to measure things;ayar;şeyleri ölçmek için kullanılan bir araç
goat;small animal with beard and horns;keçi;sakallı ve boynuzlu küçük hayvan
graph;image expressing numerical data in lines or shapes;grafiği;,görüntü,, sayısal verileri satırlar veya bölümler halinde ifade eder...,
grid;a metal structure with bars that is used to cover a hole;ızgara;birlikte kullanılan çubuklu metal bir yapı...
gut;the parts inside: a human body, animal body or a machine;bağırsak;,içindeki parçalar: bir insan vücudu,, hayvan vücudu veya...,
habitat;the natural place, or type of place, where a plant or animal lives;yaşam alanı;,doğal yer veya yer türü,, bir p...,
harvest;the time of year to bring crops in from the fields;hasat;fidandan mahsul getirmek için yılın zamanı...
hierarchy;a system for organizing people or things according to their importance;hiyerarşi;insanları veya şeyleri uygun şekilde düzenlemek için bir sistem ...
horizon;the line where the earth or sea meets the sky;ufuk;yerin veya denizin gökyüzüyle buluştuğu çizgi
horizontal;flat or level;yatay;düz veya seviye
hormone;a chemical produced by the body to control some function;hormonu;vücut tarafından bazı şeyleri kontrol etmek için üretilen bir kimyasal...
hydrogen;the lightest of all chemical elements, has no smell or color;hidrojen;,tüm kimyasal elementlerin en hafifi,, hiçbir ...,
illusion;an image that seems real, but is not real;yanılsama;gerçek gibi görünen ama gerçek olmayan bir görüntü
implicit;not stated directly;örtük;doğrudan belirtilmedi
impulse;a sudden desire to do something that is not planned;dürtü;beklenmedik bir şey yapmak için ani bir istek...
incidence;the rate that something happens;insidans;bir şeyin olma oranı
incline;a slope or surface that rises uphill;eğim;yokuş yukarı yükselen bir eğim veya yüzey
inclusion;act of including  person/thing that is included;dahil etme;dahil olan kişi/şeyi dahil etme eylemi
indifference;a lack of enthusiasm or interest in things  seeming not to care;kayıtsızlık;bir şeylere heves veya ilgi eksikliği...
indigenous;living or growing naturally in an area, not brought from somewhere else;yerli;,bir bölgede doğal olarak yaşayan veya büyüyen,, br değil ...,
indirect;having a path that is not straight or direct;dolaylı;düz veya doğrudan olmayan bir yola sahip
induce;to cause, to persuade;indüklemek;,neden olmak,, ikna etmek,
inference;an opinion that you form based on information you already have;çıkarım;bilgilere dayanarak oluşturduğunuz bir görüş...
infinite;without an end;sonsuz;olmayan 560
informal;not official  not done by the rules;resmi olmayan;resmi değil kurallara göre yapılmadı
inhibit;to make it difficult for a process to start or continue in a normal way;engelle;bir işlemin başlamasını zorlaştırmak veya...
inhibition;the process whereby nerves can retard or prevent the functioning of an organ  the act of blocking or holding back;engelleme;sinirlerin geciktirebildiği veya önleyebildiği süreç...
insect;a small animal with 6 legs, such as a bee or ant;böcek;arı veya karınca gibi 6 ayaklı küçük bir hayvan
integral;part of something;integrali;bir şeyin parçası
interface;a shared boundary between two persons or systems through which information is communicated.;arayüzü;iki kişi veya sistem arasında paylaşılan bir sınır...
interval;the distance between two points, numbers or times;aralığı;,iki nokta,, sayı veya zaman arasındaki mesafe,
invade;to enter a place with an aim of taking control of it;istila;kontrolü ele geçirmek amacıyla bir yere girmek...
jazz;a type of American music known for its energetic beat and parts that musicians make up as they go along;caz;enerjisiyle tanınan bir Amerikan müziği türü...
leaf;the green part of a tree or plant;yaprak;bir ağaç veya bitkinin yeşil kısmı
leisure;time when you have no work to do and can relax;boş zaman;yapacak işin olmadığı ve rahatlayabileceğin zaman
lever;a handle that one pulls to operate a machine;kolu;bir makineyi çalıştırmak için çekilen bir kol
likewise;in the same way, in addition to;aynı şekilde;aynı şekilde
limb;leg, arm or wing;uzuv;,bacak,, kol veya kanat,
linear;made of lines;doğrusal;çizgilerden yapılmış
linguistic;belonging to language;dil;dile ait
linguistics;the study of human languages;dilbilim;insan dillerinin incelenmesi
liver;a large organ in the body that helps to absorb food and clean the blood;karaciğer;vücutta emmeye yardımcı olan büyük bir organ...
loop;a round shape;döngü;yuvarlak bir şekil
lung;an organ used to breathe;akciğer;nefes almak için kullanılan bir organ
magnitude;size or importance;büyüklük;boyut veya önem
manuscript;a document, a piece of writing;el yazması;,bir belge,, bir yazı parçası,
marble;a kind of stone  metamorphosed limestone;mermer;bir tür taş metamorfoz kireçtaşı
matrix;a substance, situation, or environment in which something has its origin - in math: an arrangement of numbers in rows and columns;matris;,içinde bulunduğu bir madde,, durum veya çevre...,
maximize;to increase, or become as large or great as possible;maksimize etmek;,artırmak,, ya da po kadar büyük ya da büyük olmak ...,
mediate;to bring about an agreement between persons or groups, act as a helper;arabuluculuk;kişiler veya kişiler arasında bir anlaşma sağlamak için...
metaphor;a figure of speech based on analogy;metafor;analojiye dayalı bir mecaz
mineral;a substance naturally formed in the ground;maden;toprakta doğal olarak oluşan bir madde
minimal;the smallest possible;minimum;mümkün olan en küçük
minimize;to make something as small as possible;simge durumuna küçült;bir şeyi olabildiğince küçük yapmak
momentum;speed or force that is gained when something moves;momentum;Bir şey m...
monetary;concerning money, often referring to a country's economic system;parasal;,parayla ilgili,, genellikle bir ülkeye atıfta bulunur...,
monopoly;complete control of the market for a service or product;tekel;bir hizmet için pazarın tam kontrolü...
multiply;to increase greatly in number;çarpma;sayıca büyük ölçüde artacak
necessity;something that you must have or do;gereklilik;sahip olmanız veya yapmanız gereken bir şey
noble;having personal qualities that people admire;asil;insanların hayran olduğu kişisel niteliklere sahip
nonetheless;in spite of that, nevertheless;de 597;rağmen 597
nonlinear;not in a line;doğrusal olmayan;bir satırda değil
norm;an established standard of performance or behavior;normu;yerleşik bir performans veya davranış standardı...
obscure;not famous, unknown by most people  not easy to understand;belirsiz;,ünlü değil,, çoğu insan tarafından bilinmeyen kolay değil...,
optical;concerning vision or helping people see;optik;görme veya insanların görmesine yardım etme ile ilgili
organism;living thing, often one that is small;organizma;,canlı,, genellikle küçük olan,
outlet;a way for something to be released  a pipe, hole or wire through which gas, liquid or electricity flows;çıkış;,bir borunun serbest bırakılması için bir yol,, ho...,
overhead;located above your head or in the sky;havai;başınızın üstünde veya gökyüzünde bulunur
overlap;To lie over or cover a part of something else;örtüşme;Başka bir şeyin üzerine yatmak veya bir kısmını örtmek
oxygen;a gas in the air that has no smell or taste, and that all animals need to breathe;oksijen;Havada kokusu ve tadı olmayan bir gaz...
paradox;a saying that seems contrary to popular belief, but which may be true;paradoks;sanılanın aksine görünen bir söz...
parameter;a characteristic or constant factor, a limit.;parametresi;,karakteristik veya sabit faktör,, limit.,
particle;a very small piece of something;parçacık;bir şeyin çok küçük bir parçası
peripheral;not connected to the main or important part of something;çevre birimi;ana veya önemli bir parçasına bağlı değil...
physician;a medical doctor;doktor;tıp doktoru
physics;the study of heat, light, and other forms of energy and how they affect objects;fizik;,ısı,, ışık ve diğer e...,
plural;refers to more than one person or thing;çoğul;birden fazla kişi veya şeyi ifade eder
polar;concerning the areas near the North or South poles;kutup;Kuzey veya Güney p yakın alanları ile ilgili ...
portfolio;a list of the financial assets held by an individual or other financial institution;portföy;bir şirket tarafından tutulan finansal varlıkların listesi...
portray;to represent something or someone in a particular way, often for artistic purposes;tasvir;belirli bir şey veya birisini temsil etmek için ...
portrayal;the way that something or someone is represented in a book, film, picture or other context;tasviri;Bir şeyin ya da birinin temsil edilme şekli...
poster;a large, printed notice or picture;afiş;,büyük,, basılı bir bildirim veya resim,
predator;an animal that feeds itself by killing and eating other animals;yırtıcı;Öldürerek ve yiyerek kendi kendini besleyen bir hayvan...
predominantly;in a way that is larger, greater or has more power than others;ağırlıklı olarak;,daha büyük,, daha büyük veya daha fazla p...,
prejudice;an unreasonable hatred for a group of people, usually a race or a religion;önyargı;,bir grup insan için mantıksız bir nefret,, ...,
preliminary;before;ön;önce
prevalence;widespread, common, general;yaygınlık;,yaygın,, yaygın,, genel,
prey;an animal that is killed and eaten by another animal;av;Bir başkası tarafından öldürülen ve yenen bir hayvan ...
primitive;being of an early time period in the past;ilkel;geçmişte erken bir zaman dilimine ait
proposition;an idea  a suggestion;önerme;bir fikir bir öneri
protocol;a set of rules  computers use protocol so they can exchange information;protokolü;bilgisayarların protokolü kullandığı bir dizi kural...
pulse;beat of the heart;darbe;kalp atışı
questionnaire;form used to get information from many people;anket;kişiden bilgi almak için kullanılan 629 formu
rack;a frame, stand or hook on which things are set or hung;raf;,üzerine eşyaların yerleştirildiği bir çerçeve,, ayaklık veya kanca...,
realm;the area ruled by a king or queen;krallık;kral veya kraliçe tarafından yönetilen bölge
regression;going back  in statistics: a type of correlational procedure that focuses on predicting the values of an outcome based on its correlation with another variable.;regresyon;istatistiğe geri dönersek: bir tür korelasyon...
rehabilitation;a scheme to help someone who has been ill or in prison to return to a healthy, independent, and useful life;rehabilitasyon;hasta olan veya hasta olan birine yardım etmek için bir plan...
residual;concerning the last little bit, after the rest has gone or ended;kalıntı;kalanından sonra son küçük parça ile ilgili 634 ...
residue;left over after part or most is taken away;kalıntı;veya çoğu alındıktan sonra kalan 635
retrieve;to find and get something from somewhere;geri almak;bir yerden bir şey bulmak ve almak
rhetoric;the study of public speaking or writing techniques;retorik;topluluk önünde konuşma veya yazma tekniklerinin incelenmesi...
robot;a mechanical creature that acts like a human;robotu;insan gibi davranan mekanik bir yaratık
rotate;to move or turn around a central point;döndürmek;merkezi bir noktayı hareket ettirmek veya döndürmek için
rotation;movement in a circle around a central point;dönüş;bir nokta etrafında bir daire içinde 640 hareket
scenario;an outline  an imagined sequence of events in a plan or project;senaryo;,bir anahat,, hayali bir olaylar dizisi ...,
scholarship;money given to a student to pay for education;burs;öğrenciye eğitim için verilen 642 para
seminar;a small class at a college or university;seminer;bir kolej veya üniversitede küçük bir sınıf
